case_index	design_wavelength_nm	candidate_index	selected	wavelength_eligible	final_min_wavelength_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	cvae_min_wavelength_nm	cvae_min_transmittance	cvae_fwhm_nm	ideal_to_final_mse	R	n_host
8.0000000000e+00	4.6793103448e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6871551514e+02	7.8448065396e-01	1.3441976625e-03	4.6625228068e+01	1.3441976625e-02	1.5541742689e+00	7.8380812278e-01	4.6619726562e+02	1.6456339508e-02	4.8484277758e+01	1.0222854093e-02	5.8980569839e+00	1.9581973553e+00
8.0000000000e+00	4.6793103448e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6871551514e+02	7.8448065396e-01	3.1956094503e-01	1.7033274939e+01	3.1956094503e+00	5.6777583130e-01	1.8816926408e+00	4.6619726562e+02	3.5899031162e-01	1.8409664035e+01	1.5370038338e-02	2.8824870586e+00	1.9513534307e+00
8.0000000000e+00	4.6793103448e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	5.1574353129e-03	3.6114904590e+01	5.1574353129e-02	1.2038301530e+00	6.2770225306e-01	4.6619726562e+02	1.1111151427e-02	3.6578970308e+01	3.4059830941e-03	5.2856841087e+00	1.9550160170e+00
8.0000000000e+00	4.6793103448e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	5.3748596460e-02	2.3653121001e+01	5.3748596460e-01	7.8843736670e-01	6.6296166565e-01	4.6787609863e+02	9.0859681368e-02	2.4690172328e+01	2.7785853017e-03	4.1486020088e+00	1.9636330605e+00
8.0000000000e+00	4.6793103448e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	2.4229295552e-02	2.6557587139e+01	2.4229295552e-01	8.8525290464e-01	5.6377293008e-01	4.6703668213e+02	6.0605149716e-02	2.6944755069e+01	1.6930119600e-03	4.4576234818e+00	1.9590407610e+00
8.0000000000e+00	4.6793103448e+02	1.9000000000e+01	0.0000000000e+00	0.0000000000e+00	4.6997463989e+02	2.0436054098e+00	1.6161774099e-01	2.2921408430e+01	inf	inf	inf	4.6619726562e+02	2.4833972752e-01	2.5930879740e+01	6.2630013563e-03	3.7645807266e+00	1.9739797115e+00
9.0000000000e+00	4.7620689655e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	1.6100698849e-03	4.9720574209e+01	1.6100698849e-02	1.6573524736e+00	8.3672658624e-01	4.7585058594e+02	3.0728154816e-03	4.9179824071e+01	1.3715613633e-02	5.9677648544e+00	2.0050213337e+00
9.0000000000e+00	4.7620689655e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	1.2450573966e-02	3.3455049675e+01	1.2450573966e-01	1.1151683225e+00	6.1983703108e-01	4.7585058594e+02	4.7306541353e-02	3.5271105638e+01	2.1728212014e-03	4.8346614838e+00	2.0035197735e+00
9.0000000000e+00	4.7620689655e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7669000244e+02	4.8310588968e-01	3.0174008012e-01	1.7373928398e+01	3.0174008012e+00	5.7913094661e-01	1.7982658739e+00	4.7669000244e+02	3.1307640672e-01	1.9027769104e+01	1.4229093678e-02	2.9140434265e+00	2.0073928833e+00
9.0000000000e+00	4.7620689655e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	5.2012912929e-03	3.9597442937e+01	5.2012912929e-02	1.3199147646e+00	6.8596383875e-01	4.7501116943e+02	2.7611540630e-02	4.0528384910e+01	4.9869669601e-03	5.2951974869e+00	1.9981987476e+00
9.0000000000e+00	4.7620689655e+02	4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.7878854370e+02	2.5816471494e+00	4.2046457529e-01	1.6942061981e+01	inf	inf	inf	4.7669000244e+02	4.4543299079e-01	1.7678656490e+01	1.9934693351e-02	2.5951259136e+00	2.0044775009e+00
9.0000000000e+00	4.7620689655e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	5.0684241578e-03	3.9880575692e+01	5.0684241578e-02	1.3293525231e+00	6.9001838232e-01	4.7585058594e+02	1.6129609197e-02	4.0651234383e+01	5.2231159061e-03	5.3207378387e+00	2.0033442974e+00
9.0000000000e+00	4.7620689655e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	1.9801238086e-03	4.7324754177e+01	1.9801238086e-02	1.5774918059e+00	7.9864652199e-01	4.7375201416e+02	1.5520674177e-02	4.8158959666e+01	1.1413448490e-02	5.8097343445e+00	1.9994659424e+00
9.0000000000e+00	4.7620689655e+02	7.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.7920825195e+02	3.0013554014e+00	4.1609191895e-01	1.7001162467e+01	inf	inf	inf	4.7710971069e+02	4.4977977872e-01	1.8092100695e+01	1.9711257890e-02	2.6127247810e+00	2.0066399574e+00
9.0000000000e+00	4.7620689655e+02	8.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	2.8219757602e-02	2.8705256013e+01	2.8219757602e-01	9.5684186710e-01	6.1951972156e-01	4.7585058594e+02	5.4084740579e-02	2.9459993401e+01	1.7700776225e-03	4.4189929962e+00	2.0070772171e+00
9.0000000000e+00	4.7620689655e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.7585058594e+02	3.5631061422e-01	2.6839628816e-01	1.7570180355e+01	2.6839628816e+00	5.8567267850e-01	1.6348177800e+00	4.7669000244e+02	2.9089838266e-01	1.9595864341e+01	1.2890917249e-02	3.0099163055e+00	2.0035161972e+00
9.0000000000e+00	4.7620689655e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7585058594e+02	3.5631061422e-01	8.2379728556e-02	2.3615060223e+01	8.2379728556e-01	7.8716867409e-01	8.0548297982e-01	4.7752941895e+02	1.0344532132e-01	2.4186760995e+01	3.5799359903e-03	3.8417487144e+00	2.0092289448e+00
9.0000000000e+00	4.7620689655e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	3.1092930585e-02	2.8496743115e+01	3.1092930585e-01	9.4989143717e-01	6.3041037151e-01	4.7878854370e+02	1.1902417988e-01	3.3483369198e+01	1.8170198891e-03	4.4044532776e+00	2.0111887455e+00
9.0000000000e+00	4.7620689655e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7585058594e+02	3.5631061422e-01	1.2787736952e-01	2.1626042561e+01	1.2787736952e+00	7.2086808537e-01	9.9982089030e-01	4.7710971069e+02	1.5404950082e-01	2.2849680306e+01	5.6082308292e-03	3.6306662560e+00	2.0099225044e+00
9.0000000000e+00	4.7620689655e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	3.8796380162e-02	2.7246451718e+01	3.8796380162e-01	9.0821505726e-01	6.4808942944e-01	4.7585058594e+02	7.7898256481e-02	2.7836047816e+01	1.9549012650e-03	4.2026419640e+00	2.0076863766e+00
9.0000000000e+00	4.7620689655e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	1.4314027503e-03	5.4324389261e+01	1.4314027503e-02	1.8108129754e+00	9.1256350144e-01	4.7417175293e+02	1.0563100688e-02	5.4882197770e+01	1.8400365487e-02	6.2609405518e+00	1.9983032942e+00
9.0000000000e+00	4.7620689655e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7710971069e+02	9.0281414164e-01	2.2402617335e-01	1.8746041773e+01	2.2402617335e+00	6.2486805910e-01	1.4325648963e+00	4.7585058594e+02	2.7555152774e-01	2.0403086050e+01	1.0459424928e-02	3.1328086853e+00	2.0001966953e+00
9.0000000000e+00	4.7620689655e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	4.2052338831e-03	4.1201938539e+01	4.2052338831e-02	1.3733979513e+00	7.0772514507e-01	4.7585058594e+02	1.0131626390e-02	4.2056839829e+01	6.2952521257e-03	5.4221591949e+00	2.0088133812e+00
9.0000000000e+00	4.7620689655e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7585058594e+02	3.5631061422e-01	6.9265842438e-02	2.4803515939e+01	6.9265842438e-01	8.2678386462e-01	7.5972114450e-01	4.7710971069e+02	9.5392316580e-02	2.5549428187e+01	2.9336169828e-03	3.9487257004e+00	2.0103116035e+00
9.0000000000e+00	4.7620689655e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	3.9011336863e-02	2.7309911670e+01	3.9011336863e-01	9.1033038900e-01	6.5022187882e-01	4.7669000244e+02	6.9008298218e-02	2.7622512071e+01	1.9531720318e-03	4.2232298851e+00	2.0091190338e+00
9.0000000000e+00	4.7620689655e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	4.7627029419e+02	6.3397637729e-02	5.5782613344e-03	3.9340532074e+01	5.5782613344e-02	1.3113510691e+00	6.8356684125e-01	4.7585058594e+02	1.7747892067e-02	4.0259418682e+01	4.8541910946e-03	5.2877225876e+00	2.0065655708e+00
1.0000000000e+01	4.8448275862e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	1.0761386948e-03	5.1903117853e+01	1.0761386948e-02	1.7301039284e+00	8.7043265769e-01	4.8130679321e+02	1.9806600176e-03	5.1786469907e+01	1.5625752509e-02	5.9397244453e+00	2.0548534393e+00
1.0000000000e+01	4.8448275862e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	5.7874061167e-03	3.6802676598e+01	5.7874061167e-02	1.2267558866e+00	6.4231497388e-01	4.8718273926e+02	4.5987144113e-02	4.0086485060e+01	3.4374110401e-03	4.9545340538e+00	2.0598621368e+00
1.0000000000e+01	4.8448275862e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	3.0037245154e-01	1.8566769819e+01	3.0037245154e+00	6.1889232730e-01	1.8113084214e+00	4.8508419800e+02	3.4354811907e-01	1.9779890694e+01	1.3449553400e-02	2.8231847286e+00	2.0571374893e+00
1.0000000000e+01	4.8448275862e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	5.2098594606e-03	4.0752076588e+01	5.2098594606e-02	1.3584025529e+00	7.0525057377e-01	4.8508419800e+02	2.6220275089e-02	4.1699233266e+01	5.5111930706e-03	5.1946659088e+00	2.0520401001e+00
1.0000000000e+01	4.8448275862e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8634332275e+02	1.8605641332e+00	3.9970359206e-01	1.8085113358e+01	3.9970359206e+00	6.0283711195e-01	2.2999365163e+00	4.8424475098e+02	4.6270027757e-01	1.8248425959e+01	1.7945967615e-02	2.5644047260e+00	2.0516245365e+00
1.0000000000e+01	4.8448275862e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	4.0541803464e-03	4.1431997686e+01	4.0541803464e-02	1.3810665895e+00	7.1080419649e-01	4.8340533447e+02	1.3723951764e-02	4.1895769675e+01	6.1293067411e-03	5.2595424652e+00	2.0532894135e+00
1.0000000000e+01	4.8448275862e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	2.1093143150e-03	4.7689685468e+01	2.1093143150e-02	1.5896561823e+00	8.0537466272e-01	4.8256591797e+02	1.2342620641e-02	4.8487883658e+01	1.1397461407e-02	5.6527814865e+00	2.0503990650e+00
1.0000000000e+01	4.8448275862e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8634332275e+02	1.8605641332e+00	3.9621984959e-01	1.7936181687e+01	3.9621984959e+00	5.9787272289e-01	2.2800356094e+00	4.8550390625e+02	4.6362113953e-01	1.8733195857e+01	1.8298352137e-02	2.5713682175e+00	2.0606112480e+00
1.0000000000e+01	4.8448275862e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	2.0552936941e-02	3.0509096648e+01	2.0552936941e-01	1.0169698883e+00	6.1124962884e-01	4.8508419800e+02	4.7561705112e-02	3.1736262360e+01	1.5838936670e-03	4.4117875099e+00	2.0569868088e+00
1.0000000000e+01	4.8448275862e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	2.7113878727e-01	1.9076760162e+01	2.7113878727e+00	6.3589200541e-01	1.6736399391e+00	4.8508419800e+02	3.1983646750e-01	2.0537114563e+01	1.1887020431e-02	2.9304790497e+00	2.0578479767e+00
1.0000000000e+01	4.8448275862e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	7.1926221251e-02	2.5075853493e+01	7.1926221251e-01	8.3586178309e-01	7.7756199780e-01	4.8508419800e+02	1.0225488245e-01	2.5955362533e+01	2.7907483745e-03	3.8317112923e+00	2.0624959469e+00
1.0000000000e+01	4.8448275862e+02	1.1000000000e+01	1.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	1.6176950186e-02	3.1304493357e+01	1.6176950186e-01	1.0434831119e+00	6.0262630688e-01	4.9054040527e+02	8.8675104082e-02	3.6854708741e+01	1.9157858333e-03	4.4929237366e+00	2.0633614063e+00
1.0000000000e+01	4.8448275862e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8382504272e+02	6.5771589608e-01	1.1707630008e-01	2.2310071743e+01	1.1707630008e+00	7.4366905809e-01	9.5721602947e-01	4.8508419800e+02	1.5999014676e-01	2.3537506640e+01	5.0160912797e-03	3.5295982361e+00	2.0586807728e+00
1.0000000000e+01	4.8448275862e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	3.7200741470e-02	2.7993757169e+01	3.7200741470e-01	9.3312523896e-01	6.5256632683e-01	4.8508419800e+02	7.0057936013e-02	2.9373095198e+01	1.6485967208e-03	4.1459064484e+00	2.0578756332e+00
1.0000000000e+01	4.8448275862e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	7.6602812624e-04	5.7635460222e+01	7.6602812624e-03	1.9211820074e+00	9.6442114432e-01	4.8172650146e+02	7.9851383343e-03	5.7375285293e+01	2.2792231292e-02	6.2958407402e+00	2.0444071293e+00
1.0000000000e+01	4.8448275862e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8382504272e+02	6.5771589608e-01	2.2156099975e-01	2.0032082597e+01	2.2156099975e+00	6.6773608655e-01	1.4416730420e+00	4.8508419800e+02	2.9246219993e-01	2.1510563455e+01	9.4425566494e-03	3.0883922577e+00	2.0548090935e+00
1.0000000000e+01	4.8448275862e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	2.7537734713e-03	4.3052269408e+01	2.7537734713e-02	1.4350756469e+00	7.3130669083e-01	4.8340533447e+02	8.2274908200e-03	4.3088519423e+01	7.4591641314e-03	5.3833389282e+00	2.0556006432e+00
1.0000000000e+01	4.8448275862e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	6.3425898552e-02	2.5620413012e+01	6.3425898552e-01	8.5401376705e-01	7.4413637629e-01	4.8508419800e+02	9.4596661627e-02	2.6792271609e+01	2.4631884880e-03	3.9050726891e+00	2.0605626106e+00
1.0000000000e+01	4.8448275862e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	3.3047564328e-02	2.8493654886e+01	3.3047564328e-01	9.4978849619e-01	6.4013206974e-01	4.8508419800e+02	6.2950521708e-02	2.9818384041e+01	1.5917937271e-03	4.2117004395e+00	2.0570197105e+00
1.0000000000e+01	4.8448275862e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	4.8424475098e+02	2.3800764413e-01	2.2842437029e-03	4.5155470137e+01	2.2842437029e-02	1.5051823379e+00	7.6401238746e-01	4.8340533447e+02	8.8961934671e-03	4.5381515325e+01	9.1015612707e-03	5.5024294853e+00	2.0539133549e+00
1.1000000000e+01	4.9275862069e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	1.9058735343e-03	5.7350136195e+01	1.9058735343e-02	1.9116712065e+00	9.6536497092e-01	4.8844186401e+02	1.6562403180e-03	5.6646853772e+01	2.1182870492e-02	6.0699439049e+00	2.0950067043e+00
1.1000000000e+01	4.9275862069e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	6.5731173381e-03	4.0295053261e+01	6.5731173381e-02	1.3431684420e+00	7.0444980771e-01	4.9767547607e+02	3.7187132984e-02	4.0785045890e+01	5.1853382029e-03	5.0586242676e+00	2.1098425388e+00
1.1000000000e+01	4.9275862069e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9347836304e+02	7.1974234745e-01	3.0902424455e-01	2.0006355291e+01	3.0902424455e+00	6.6687850969e-01	1.8785604776e+00	4.9305865479e+02	3.1402200460e-01	2.0033108374e+01	1.2325856835e-02	2.8782470226e+00	2.1088564396e+00
1.1000000000e+01	4.9275862069e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	5.3472970612e-03	4.5433439116e+01	5.3472970612e-02	1.5144479705e+00	7.8396047057e-01	4.9263894653e+02	2.7411364019e-02	4.4725606242e+01	8.8644884527e-03	5.3462629318e+00	2.0938451290e+00
1.1000000000e+01	4.9275862069e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9389807129e+02	1.1394505994e+00	3.8961726427e-01	1.7780241758e+01	3.8961726427e+00	5.9267472528e-01	2.2444236840e+00	4.9179953003e+02	4.4364470243e-01	1.8935218739e+01	1.7350843176e-02	2.5880422592e+00	2.0969367027e+00
1.1000000000e+01	4.9275862069e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	4.8442003317e-03	4.5252959930e+01	4.8442003317e-02	1.5084319977e+00	7.7843700049e-01	4.9054040527e+02	1.4141154476e-02	4.5537642263e+01	8.6914580315e-03	5.3460302353e+00	2.0992672443e+00
1.1000000000e+01	4.9275862069e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	3.2546918374e-03	5.3243207517e+01	3.2546918374e-02	1.7747735839e+00	9.0366025113e-01	4.9054040527e+02	9.7368033603e-03	5.3106526596e+01	1.6480892897e-02	5.8194217682e+00	2.0896868706e+00
1.1000000000e+01	4.9275862069e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9389807129e+02	1.1394505994e+00	3.8093465567e-01	1.7670650434e+01	3.8093465567e+00	5.8902168113e-01	2.1991841189e+00	4.9473748779e+02	4.1583567858e-01	1.8534949344e+01	1.7094811425e-02	2.6005554199e+00	2.1033220291e+00
1.1000000000e+01	4.9275862069e+02	8.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	1.8944693729e-02	3.1594515427e+01	1.8944693729e-01	1.0531505142e+00	6.2129872577e-01	4.9179953003e+02	4.1608802974e-02	3.2434988007e+01	1.7559881089e-03	4.4676561356e+00	2.0977473259e+00
1.1000000000e+01	4.9275862069e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9179953003e+02	9.5909066036e-01	2.5537174940e-01	2.0830512376e+01	2.5537174940e+00	6.9435041255e-01	1.6240339533e+00	4.9305865479e+02	2.8774467111e-01	2.0957660532e+01	9.3508847058e-03	3.0108752251e+00	2.1065967083e+00
1.1000000000e+01	4.9275862069e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9179953003e+02	9.5909066036e-01	6.2818884850e-02	2.5466689037e+01	6.2818884850e-01	8.4888963457e-01	7.3853924153e-01	4.9179953003e+02	9.1974757612e-02	2.5950203564e+01	2.4221576750e-03	3.8615114689e+00	2.1064081192e+00
1.1000000000e+01	4.9275862069e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9347836304e+02	7.1974234745e-01	1.0060628876e-02	3.4304308477e+01	1.0060628876e-01	1.1434769492e+00	6.2204161900e-01	5.0103314209e+02	4.8239111900e-02	3.5366497021e+01	2.7021900751e-03	4.6987466812e+00	2.1179673672e+00
1.1000000000e+01	4.9275862069e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9263894653e+02	1.1967415645e-01	9.8807252944e-02	2.3613627870e+01	9.8807252944e-01	7.8712092899e-01	8.8759672921e-01	4.9305865479e+02	1.4523549378e-01	2.4673797341e+01	3.7806909531e-03	3.6227648258e+00	2.1051070690e+00
1.1000000000e+01	4.9275862069e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	2.9630530626e-02	2.9353226543e+01	2.9630530626e-01	9.7844088476e-01	6.3737309551e-01	4.9263894653e+02	6.2189105898e-02	2.9921015979e+01	1.5640457859e-03	4.2477822304e+00	2.1030671597e+00
1.1000000000e+01	4.9275862069e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	1.2353938073e-03	6.1290120839e+01	1.2353938073e-02	2.0430040280e+00	1.0276789830e+00	4.8802215576e+02	7.2880666703e-03	6.1425073362e+01	2.6679128408e-02	6.3200759888e+00	2.0935099125e+00
1.1000000000e+01	4.9275862069e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9347836304e+02	7.1974234745e-01	1.6415545344e-01	2.1674256336e+01	1.6415545344e+00	7.2247521119e-01	1.1820148728e+00	4.9305865479e+02	2.2813120484e-01	2.2955428137e+01	6.3530784100e-03	3.3132207394e+00	2.1042418480e+00
1.1000000000e+01	4.9275862069e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	4.4015482999e-03	4.6911047784e+01	4.4015482999e-02	1.5637015928e+00	8.0385853789e-01	4.9054040527e+02	6.9345319644e-03	4.6659730108e+01	1.0039522313e-02	5.4270429611e+00	2.0985236168e+00
1.1000000000e+01	4.9275862069e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	5.1796518266e-02	2.6387632038e+01	5.1796518266e-01	8.7958773460e-01	6.9877645863e-01	4.9305865479e+02	8.9461088181e-02	2.7545131801e+01	2.0316406153e-03	3.9585351944e+00	2.1060283184e+00
1.1000000000e+01	4.9275862069e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	3.0065122992e-02	2.9483683847e+01	3.0065122992e-01	9.8278946157e-01	6.4172034574e-01	4.9179953003e+02	5.6261025369e-02	3.0391885720e+01	1.6009983374e-03	4.2635650635e+00	2.0986502171e+00
1.1000000000e+01	4.9275862069e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9221923828e+02	5.3938240841e-01	3.3859193791e-03	4.9866764725e+01	3.3859193791e-02	1.6622254908e+00	8.4804234230e-01	4.9179953003e+02	8.3850510418e-03	4.9798434662e+01	1.2792523019e-02	5.6064782143e+00	2.0991399288e+00
1.2000000000e+01	5.0103448276e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	1.8620968331e-03	6.0363710658e+01	1.8620968331e-02	2.0121236886e+00	1.0153723285e+00	4.9641635132e+02	1.6252378700e-03	6.0093510987e+01	2.5058474392e-02	6.0806469917e+00	2.1397709846e+00
1.2000000000e+01	5.0103448276e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	6.1814291403e-03	4.1115166175e+01	6.1814291403e-02	1.3705055392e+00	7.1615991528e-01	5.0397109985e+02	2.1767109632e-02	4.2472601896e+01	6.0581662692e-03	5.0262317657e+00	2.1587920189e+00
1.2000000000e+01	5.0103448276e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0019372559e+02	8.4075717268e-01	2.5823113322e-01	1.9581439235e+01	2.5823113322e+00	6.5271464115e-01	1.6175129867e+00	5.0103314209e+02	2.8710398078e-01	2.0386665546e+01	1.0691885836e-02	2.9311859608e+00	2.1542541981e+00
1.2000000000e+01	5.0103448276e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	3.9908732288e-03	4.6023156623e+01	3.9908732288e-02	1.5341052208e+00	7.8700697653e-01	5.0313168335e+02	1.7727088183e-02	4.7411774370e+01	9.8838219419e-03	5.3243484497e+00	2.1482627392e+00
1.2000000000e+01	5.0103448276e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0229226685e+02	1.2577840871e+00	3.7363702059e-01	1.7789035696e+01	3.7363702059e+00	5.9296785652e-01	2.1646690312e+00	5.0103314209e+02	4.3425500393e-01	1.9475762644e+01	1.6343535855e-02	2.5921409130e+00	2.1460926533e+00
1.2000000000e+01	5.0103448276e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	3.9591249079e-03	4.6342647793e+01	3.9591249079e-02	1.5447549264e+00	7.9217308775e-01	4.9851489258e+02	1.6790164635e-02	4.7761083601e+01	1.0201538913e-02	5.3474025726e+00	2.1471810341e+00
1.2000000000e+01	5.0103448276e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	2.2281575948e-03	5.7447347025e+01	2.2281575948e-02	1.9149115675e+00	9.6859657172e-01	4.9641635132e+02	1.1028887704e-02	5.7705319051e+01	2.1180579439e-02	5.9218511581e+00	2.1331954002e+00
1.2000000000e+01	5.0103448276e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0229226685e+02	1.2577840871e+00	3.7165629864e-01	1.7820202192e+01	3.7165629864e+00	5.9400673972e-01	2.1552848630e+00	5.0103314209e+02	4.4304308295e-01	1.9386311917e+01	1.6370519996e-02	2.5949337482e+00	2.1497228146e+00
1.2000000000e+01	5.0103448276e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	1.4292013831e-02	3.3242619767e+01	1.4292013831e-01	1.1080873256e+00	6.2550373194e-01	4.9977401733e+02	4.6988543123e-02	3.5601914912e+01	2.3170304485e-03	4.5595664978e+00	2.1495378017e+00
1.2000000000e+01	5.0103448276e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0019372559e+02	8.4075717268e-01	2.0864289999e-01	2.0516866406e+01	2.0864289999e+00	6.8389554687e-01	1.3851622734e+00	5.0103314209e+02	2.5951361656e-01	2.1949724885e+01	8.4631964564e-03	3.1183106899e+00	2.1550147533e+00
1.2000000000e+01	5.0103448276e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	4.9103494734e-02	2.6642494076e+01	4.9103494734e-01	8.8808313585e-01	6.8955904159e-01	5.0103314209e+02	8.7875537574e-02	2.7865138195e+01	2.1228611004e-03	3.9401311874e+00	2.1538887024e+00
