wavelength_nm	450_490_ideal_target	450_490_direct_tandem	450_490_cvae_assisted_tandem	440_500_ideal_target	440_500_direct_tandem	440_500_cvae_assisted_tandem	430_510_ideal_target	430_510_direct_tandem	430_510_cvae_assisted_tandem	420_520_ideal_target	420_520_direct_tandem	420_520_cvae_assisted_tandem	410_530_ideal_target	410_530_direct_tandem	410_530_cvae_assisted_tandem	472_512_ideal_target	472_512_direct_tandem	472_512_cvae_assisted_tandem	462_522_ideal_target	462_522_direct_tandem	462_522_cvae_assisted_tandem	452_532_ideal_target	452_532_direct_tandem	452_532_cvae_assisted_tandem	442_542_ideal_target	442_542_direct_tandem	442_542_cvae_assisted_tandem	432_552_ideal_target	432_552_direct_tandem	432_552_cvae_assisted_tandem	494_534_ideal_target	494_534_direct_tandem	494_534_cvae_assisted_tandem	484_544_ideal_target	484_544_direct_tandem	484_544_cvae_assisted_tandem	474_554_ideal_target	474_554_direct_tandem	474_554_cvae_assisted_tandem	464_564_ideal_target	464_564_direct_tandem	464_564_cvae_assisted_tandem	454_574_ideal_target	454_574_direct_tandem	454_574_cvae_assisted_tandem	516_556_ideal_target	516_556_direct_tandem	516_556_cvae_assisted_tandem	506_566_ideal_target	506_566_direct_tandem	506_566_cvae_assisted_tandem	496_576_ideal_target	496_576_direct_tandem	496_576_cvae_assisted_tandem	486_586_ideal_target	486_586_direct_tandem	486_586_cvae_assisted_tandem	476_596_ideal_target	476_596_direct_tandem	476_596_cvae_assisted_tandem	538_578_ideal_target	538_578_direct_tandem	538_578_cvae_assisted_tandem	528_588_ideal_target	528_588_direct_tandem	528_588_cvae_assisted_tandem	518_598_ideal_target	518_598_direct_tandem	518_598_cvae_assisted_tandem	508_608_ideal_target	508_608_direct_tandem	508_608_cvae_assisted_tandem	498_618_ideal_target	498_618_direct_tandem	498_618_cvae_assisted_tandem	560_600_ideal_target	560_600_direct_tandem	560_600_cvae_assisted_tandem	550_610_ideal_target	550_610_direct_tandem	550_610_cvae_assisted_tandem	540_620_ideal_target	540_620_direct_tandem	540_620_cvae_assisted_tandem	530_630_ideal_target	530_630_direct_tandem	530_630_cvae_assisted_tandem	520_640_ideal_target	520_640_direct_tandem	520_640_cvae_assisted_tandem
3.9442694391e+02	9.0968519449e-01	8.3052927256e-01	8.3051478863e-01	8.8440120220e-01	8.3054494858e-01	8.3429992199e-01	8.3497303724e-01	8.1470775604e-01	8.3913344145e-01	7.3355484009e-01	7.8079277277e-01	7.3040550947e-01	5.1246392727e-01	8.1139165163e-01	7.4383670092e-01	9.4851845503e-01	7.9201889038e-01	7.8961056471e-01	9.4004201889e-01	7.9993349314e-01	8.2017350197e-01	9.2543280125e-01	8.1742864847e-01	8.2224863768e-01	9.0027177334e-01	8.4330898523e-01	8.4282231331e-01	8.5478520393e-01	8.2806700468e-01	8.5215789080e-01	9.6664553881e-01	7.6385617256e-01	7.7057689428e-01	9.6303635836e-01	7.6586520672e-01	7.7552318573e-01	9.5722663403e-01	7.8886449337e-01	7.9453468323e-01	9.4816195965e-01	8.2170099020e-01	8.3587998152e-01	9.3386471272e-01	7.7242457867e-01	8.3691614866e-01	9.7658801079e-01	7.4746990204e-01	7.5013136864e-01	9.7479575872e-01	7.6825940609e-01	7.6345372200e-01	9.7202324867e-01	7.9316109419e-01	7.9091578722e-01	9.6793532372e-01	8.0511009693e-01	7.9957079887e-01	9.6196562052e-01	8.2274085283e-01	8.2886511087e-01	9.8264169693e-01	7.6356148720e-01	7.4066609144e-01	9.8165166378e-01	7.9032534361e-01	7.8778803349e-01	9.8015791178e-01	8.1869852543e-01	8.1295353174e-01	9.7803121805e-01	8.0934697390e-01	8.1008136272e-01	9.7506737709e-01	8.4859657288e-01	8.3368003368e-01	9.8660659790e-01	8.6630022526e-01	8.1320041418e-01	9.8601531982e-01	8.7732583284e-01	8.3679342270e-01	9.8513793945e-01	8.6950945854e-01	8.5964113474e-01	9.8391729593e-01	8.8661110401e-01	8.6769807339e-01	9.8226708174e-01	8.7932682037e-01	8.7462270260e-01
3.9484665335e+02	9.0854930878e-01	8.2761919498e-01	8.2696950436e-01	8.8264989853e-01	8.2708525658e-01	8.3089888096e-01	8.3185547590e-01	8.0898582935e-01	8.3445769548e-01	7.2722136974e-01	7.7203851938e-01	7.1903556585e-01	4.9893966317e-01	8.0437928438e-01	7.3279631138e-01	9.4803661108e-01	7.8928124905e-01	7.8666001558e-01	9.3940412998e-01	7.9659295082e-01	8.1654304266e-01	9.2449986935e-01	8.1327885389e-01	8.1797677279e-01	8.9876592159e-01	8.3890837431e-01	8.3846384287e-01	8.5208272934e-01	8.2346981764e-01	8.4623491764e-01	9.6639692783e-01	7.5995886326e-01	7.6666921377e-01	9.6273446083e-01	7.6091992855e-01	7.7061396837e-01	9.5683324337e-01	7.8457009792e-01	7.9001569748e-01	9.4761294127e-01	8.1726551056e-01	8.3164703846e-01	9.3304216862e-01	7.6700288057e-01	8.3258450031e-01	9.7644287348e-01	7.4206638336e-01	7.4414634705e-01	9.7462856770e-01	7.6264107227e-01	7.5771474838e-01	9.7182023525e-01	7.8774642944e-01	7.8570210934e-01	9.6767598391e-01	7.9979443550e-01	7.9410791397e-01	9.6161729097e-01	8.1804913282e-01	8.2440924644e-01	9.8254948854e-01	7.5657808781e-01	7.3424547911e-01	9.8154896498e-01	7.8363537788e-01	7.8119933605e-01	9.8003888130e-01	8.1217485666e-01	8.0610257387e-01	9.7788769007e-01	8.0330508947e-01	8.0401736498e-01	9.7488760948e-01	8.4276819229e-01	8.2775366306e-01	9.8654437065e-01	8.5883259773e-01	8.0550259352e-01	9.8594754934e-01	8.6988705397e-01	8.2910579443e-01	9.8506182432e-01	8.6240524054e-01	8.5262566805e-01	9.8382908106e-01	8.8009166718e-01	8.6079984903e-01	9.8216170073e-01	8.7331438065e-01	8.6860567331e-01
3.9526636279e+02	9.0739160776e-01	8.2543897629e-01	8.2378780842e-01	8.8085806370e-01	8.2354438305e-01	8.2849526405e-01	8.2865047455e-01	8.0274766684e-01	8.2982283831e-01	7.2068119049e-01	7.6283508539e-01	7.0843869448e-01	4.8503068089e-01	7.9750186205e-01	7.2204250097e-01	9.4754791260e-01	7.8711873293e-01	7.8411966562e-01	9.3875563145e-01	7.9394698143e-01	8.1354790926e-01	9.2354887724e-01	8.1003636122e-01	8.1416362524e-01	8.9722537994e-01	8.3416879177e-01	8.3376508951e-01	8.4930580854e-01	8.1948524714e-01	8.4052580595e-01	9.6614545584e-01	7.5632113218e-01	7.6339501143e-01	9.6242874861e-01	7.5692802668e-01	7.6594251394e-01	9.5643419027e-01	7.8024727106e-01	7.8582876921e-01	9.4705480337e-01	8.1319302320e-01	8.2714796066e-01	9.3220382929e-01	7.6146918535e-01	8.2836639881e-01	9.7629636526e-01	7.3661667109e-01	7.3746883869e-01	9.7445958853e-01	7.5705856085e-01	7.5198638439e-01	9.7161489725e-01	7.8232479095e-01	7.8106862307e-01	9.6741342545e-01	7.9473054409e-01	7.8884494305e-01	9.6126401424e-01	8.1306344271e-01	8.1980979443e-01	9.8245656490e-01	7.4999064207e-01	7.2799873352e-01	9.8144543171e-01	7.7712416649e-01	7.7466237545e-01	9.7991871834e-01	8.0569207668e-01	7.9931110144e-01	9.7774273157e-01	7.9763078690e-01	7.9831135273e-01	9.7470581532e-01	8.3701968193e-01	8.2176929712e-01	9.8648166656e-01	8.5141837597e-01	7.9814249277e-01	9.8587930202e-01	8.6263245344e-01	8.2169383764e-01	9.8498505354e-01	8.5542500019e-01	8.4568732977e-01	9.8374009132e-01	8.7334775925e-01	8.5352557898e-01	9.8205542564e-01	8.6747056246e-01	8.6282944679e-01
3.9568607223e+02	9.0621149540e-01	8.2230728865e-01	8.2014107704e-01	8.7902438641e-01	8.2011055946e-01	8.2443809509e-01	8.2535493374e-01	7.9667127132e-01	8.2480937243e-01	7.1392679214e-01	7.5379663706e-01	6.9633728266e-01	4.7073739767e-01	7.9019719362e-01	7.1014982462e-01	9.4705218077e-01	7.8458487988e-01	7.8128987551e-01	9.3809640408e-01	7.9029792547e-01	8.0948132277e-01	9.2257928848e-01	8.0562353134e-01	8.0968064070e-01	8.9564901590e-01	8.2979798317e-01	8.2963180542e-01	8.4645187855e-01	8.1450796127e-01	8.3421558142e-01	9.6589118242e-01	7.5255155563e-01	7.5975662470e-01	9.6211916208e-01	7.5193631649e-01	7.6120978594e-01	9.5602935553e-01	7.7610123158e-01	7.8122311831e-01	9.4648736715e-01	8.0870771408e-01	8.2326549292e-01	9.3134921789e-01	7.5615769625e-01	8.2411962748e-01	9.7614848614e-01	7.3170381784e-01	7.3233371973e-01	9.7428894043e-01	7.5156795979e-01	7.4641221762e-01	9.7140717506e-01	7.7704459429e-01	7.7567058802e-01	9.6714746952e-01	7.8954207897e-01	7.8354847431e-01	9.6090561152e-01	8.0893504620e-01	8.1575608253e-01	9.8236286640e-01	7.4320840836e-01	7.2197204828e-01	9.8134094477e-01	7.7058833838e-01	7.6831585169e-01	9.7979742289e-01	7.9944753647e-01	7.9267972708e-01	9.7759622335e-01	7.9157263041e-01	7.9223549366e-01	9.7452199459e-01	8.3122557402e-01	8.1585168839e-01	9.8641848564e-01	8.4370279312e-01	7.9059231281e-01	9.8581051826e-01	8.5499447584e-01	8.1396734715e-01	9.8490774632e-01	8.4824800491e-01	8.3869701624e-01	9.8365038633e-01	8.6683923006e-01	8.4686940908e-01	9.8194807768e-01	8.6126750708e-01	8.5656642914e-01
3.9610578167e+02	9.0500843525e-01	8.1902396679e-01	8.1629759073e-01	8.7714755535e-01	8.1637781858e-01	8.2103538513e-01	8.2196569443e-01	7.9019916058e-01	8.1980365515e-01	7.0695048571e-01	7.4375611544e-01	6.8390697241e-01	4.5606219769e-01	7.8275626898e-01	6.9823199511e-01	9.4654929638e-01	7.8196901083e-01	7.7875351906e-01	9.3742620945e-01	7.8716778755e-01	8.0587303638e-01	9.2159062624e-01	8.0175817013e-01	8.0558258295e-01	8.9403581619e-01	8.2516181469e-01	8.2535755634e-01	8.4351825714e-01	8.0994015932e-01	8.2782965899e-01	9.6563398838e-01	7.4886620045e-01	7.5612539053e-01	9.6180564165e-01	7.4738806486e-01	7.5662529469e-01	9.5561867952e-01	7.7168911695e-01	7.7656072378e-01	9.4591045380e-01	8.0505657196e-01	8.1920677423e-01	9.3047803640e-01	7.5109297037e-01	8.1967085600e-01	9.7599917650e-01	7.2649723291e-01	7.2669422626e-01	9.7411650419e-01	7.4634224176e-01	7.4081254005e-01	9.7119712830e-01	7.7193653584e-01	7.7048259974e-01	9.6687811613e-01	7.8417158127e-01	7.7812534571e-01	9.6054202318e-01	8.0418181419e-01	8.1135487556e-01	9.8226839304e-01	7.3666244745e-01	7.1597009897e-01	9.8123562336e-01	7.6408737898e-01	7.6188880205e-01	9.7967499495e-01	7.9299175739e-01	7.8610765934e-01	9.7744822502e-01	7.8576594591e-01	7.8641563654e-01	9.7433602810e-01	8.2548296452e-01	8.1012398005e-01	9.8635488749e-01	8.3624750376e-01	7.8296768665e-01	9.8574125767e-01	8.4754300117e-01	8.0638659000e-01	9.8482978344e-01	8.4111380577e-01	8.3151978254e-01	9.8355990648e-01	8.6014705896e-01	8.3983612061e-01	9.8183977604e-01	8.5509467125e-01	8.5046756268e-01
3.9652549111e+02	9.0378177166e-01	8.1607121229e-01	8.1259638071e-01	8.7522637844e-01	8.1277370453e-01	8.1754255295e-01	8.1847935915e-01	7.8368508816e-01	8.1487005949e-01	6.9974434376e-01	7.3421126604e-01	6.7178159952e-01	4.4100967050e-01	7.7542155981e-01	6.8606042862e-01	9.4603908062e-01	7.7974563837e-01	7.7623176575e-01	9.3674468994e-01	7.8420531750e-01	8.0263578892e-01	9.2058241367e-01	7.9791355133e-01	8.0167001486e-01	8.9238464832e-01	8.2058191299e-01	8.2106769085e-01	8.4050208330e-01	8.0563473701e-01	8.2169085741e-01	9.6537381411e-01	7.4531698227e-01	7.5292700529e-01	9.6148806810e-01	7.4327826500e-01	7.5210410357e-01	9.5520198345e-01	7.6764285564e-01	7.7232438326e-01	9.4532388449e-01	8.0092477798e-01	8.1520879269e-01	9.2958974838e-01	7.4595516920e-01	8.1557571888e-01	9.7584843636e-01	7.2171312571e-01	7.2124868631e-01	9.7394227982e-01	7.4103945494e-01	7.3547339439e-01	9.7098469734e-01	7.6683264971e-01	7.6559942961e-01	9.6660524607e-01	7.7915632725e-01	7.7306985855e-01	9.6017318964e-01	7.9992294312e-01	8.0738133192e-01	9.8217314482e-01	7.3038780689e-01	7.1013134718e-01	9.8112934828e-01	7.5784814358e-01	7.5573235750e-01	9.7955143452e-01	7.8674572706e-01	7.7956992388e-01	9.7729873657e-01	7.7998101711e-01	7.8060692549e-01	9.7414791584e-01	8.1984633207e-01	8.0432111025e-01	9.8629081249e-01	8.2861423492e-01	7.7580779791e-01	9.8567146063e-01	8.4008926153e-01	7.9897969961e-01	9.8475122452e-01	8.3408629894e-01	8.2461345196e-01	9.8346859217e-01	8.5353022814e-01	8.3305239677e-01	9.8173040152e-01	8.4892928600e-01	8.4428769350e-01
3.9694520056e+02	9.0253096819e-01	8.1312608719e-01	8.0884456635e-01	8.7325936556e-01	8.0916094780e-01	8.1410318613e-01	8.1489241123e-01	7.7690505981e-01	8.0983048677e-01	6.9230020046e-01	7.2428733110e-01	6.5923660994e-01	4.2558705807e-01	7.6788491011e-01	6.7355376482e-01	9.4552141428e-01	7.7752989531e-01	7.7394050360e-01	9.3605172634e-01	7.8134745359e-01	7.9932409525e-01	9.1955417395e-01	7.9425430298e-01	7.9791241884e-01	8.9069426060e-01	8.1601321697e-01	8.1685590744e-01	8.3740043640e-01	8.0150634050e-01	8.1546747684e-01	9.6511059999e-01	7.4184662104e-01	7.4986928701e-01	9.6116638184e-01	7.3945534229e-01	7.4772602320e-01	9.5477920771e-01	7.6369404793e-01	7.6817232370e-01	9.4472730160e-01	7.9711562395e-01	8.1134682894e-01	9.2868393660e-01	7.4097573757e-01	8.1155538559e-01	9.7569626570e-01	7.1698951721e-01	7.1601593494e-01	9.7376626730e-01	7.3593038321e-01	7.3027414083e-01	9.7076982260e-01	7.6186215878e-01	7.6088678837e-01	9.6632891893e-01	7.7414524555e-01	7.6808637381e-01	9.5979887247e-01	7.9564523697e-01	8.0348736048e-01	9.8207718134e-01	7.2434449196e-01	7.0447212458e-01	9.8102217913e-01	7.5172305107e-01	7.4967890978e-01	9.7942668200e-01	7.8055083752e-01	7.7318620682e-01	9.7714763880e-01	7.7426058054e-01	7.7487176657e-01	9.7395765781e-01	8.1421154737e-01	7.9862254858e-01	9.8622632027e-01	8.2098960876e-01	7.6867061853e-01	9.8560118675e-01	8.3266425133e-01	7.9163002968e-01	9.8467200994e-01	8.2721507549e-01	8.1775468588e-01	9.8337650299e-01	8.4698969126e-01	8.2628434896e-01	9.8162001371e-01	8.4282326698e-01	8.3812618256e-01
3.9736491000e+02	9.0125530958e-01	8.1024020910e-01	8.0511093140e-01	8.7124508619e-01	8.0554753542e-01	8.1072485447e-01	8.1120127439e-01	7.7013617754e-01	8.0485856533e-01	6.8460983038e-01	7.1401518583e-01	6.4649432898e-01	4.0980446339e-01	7.6035434008e-01	6.6093307734e-01	9.4499611855e-01	7.7550643682e-01	7.7185231447e-01	9.3534696102e-01	7.7846395969e-01	7.9599022865e-01	9.1850525141e-01	7.9068291187e-01	7.9416865110e-01	8.8896346092e-01	8.1143230200e-01	8.1268107891e-01	8.3421027660e-01	7.9736256599e-01	8.0922192335e-01	9.6484440565e-01	7.3854249716e-01	7.4694347382e-01	9.6084058285e-01	7.3580849171e-01	7.4354737997e-01	9.5435017347e-01	7.6004952192e-01	7.6432472467e-01	9.4412064552e-01	7.9335677624e-01	8.0746376514e-01	9.2776018381e-01	7.3619353771e-01	8.0751764774e-01	9.7554266453e-01	7.1245396137e-01	7.1093970537e-01	9.7358840704e-01	7.3101735115e-01	7.2528988123e-01	9.7055238485e-01	7.5704687834e-01	7.5623118877e-01	9.6604901552e-01	7.6925927401e-01	7.6317256689e-01	9.5941913128e-01	7.9144853354e-01	7.9967701435e-01	9.8198038340e-01	7.1849453449e-01	6.9897359610e-01	9.8091405630e-01	7.4567818642e-01	7.4371141195e-01	9.7930073738e-01	7.7440381050e-01	7.6685202122e-01	9.7699499130e-01	7.6860702038e-01	7.6920640469e-01	9.7376519442e-01	8.0864876509e-01	7.9302155972e-01	9.8616135120e-01	8.1345427036e-01	7.6159185171e-01	9.8553031683e-01	8.2524460554e-01	7.8431540728e-01	9.8459219933e-01	8.2036423683e-01	8.1092202663e-01	9.8328363895e-01	8.4043890238e-01	8.1949120760e-01	9.8150861263e-01	8.3673012257e-01	8.3198297024e-01
3.9778461944e+02	8.9995414019e-01	8.0727368593e-01	8.0139815807e-01	8.6918205023e-01	8.0187779665e-01	8.0731225014e-01	8.0740213394e-01	7.6331615448e-01	7.9981112480e-01	6.7666465044e-01	7.0365560055e-01	6.3366460800e-01	3.9367514849e-01	7.5287848711e-01	6.4806365967e-01	9.4446313381e-01	7.7367389202e-01	7.6991641521e-01	9.3463015556e-01	7.7572566271e-01	7.9281562567e-01	9.1743522882e-01	7.8717917204e-01	7.9047620296e-01	8.8719105721e-01	8.0682253838e-01	8.0854958296e-01	8.3092844486e-01	7.9327780008e-01	8.0296552181e-01	9.6457505226e-01	7.3541498184e-01	7.4423438311e-01	9.6051055193e-01	7.3236662149e-01	7.3959892988e-01	9.5391482115e-01	7.5649076700e-01	7.6055854559e-01	9.4350355864e-01	7.8956621885e-01	8.0345064402e-01	9.2681795359e-01	7.3160773516e-01	8.0345803499e-01	9.7538757324e-01	7.0821326971e-01	7.0590746403e-01	9.7340869904e-01	7.2643142939e-01	7.2054219246e-01	9.7033250332e-01	7.5243800879e-01	7.5173717737e-01	9.6576541662e-01	7.6465195417e-01	7.5852525234e-01	9.5903372765e-01	7.8734976053e-01	7.9600328207e-01	9.8188281059e-01	7.1285194159e-01	6.9366425276e-01	9.8080497980e-01	7.3963701725e-01	7.3777282238e-01	9.7917360067e-01	7.6821076870e-01	7.6052957773e-01	9.7684073448e-01	7.6305162907e-01	7.6365047693e-01	9.7357046604e-01	8.0305522680e-01	7.8747624159e-01	9.8609596491e-01	8.0597352982e-01	7.5464701653e-01	9.8545891047e-01	8.1787693501e-01	7.7705210447e-01	9.8451173306e-01	8.1359428167e-01	8.0425739288e-01	9.8319000006e-01	8.3388966322e-01	8.1268745661e-01	9.8139607906e-01	8.3066827059e-01	8.2593166828e-01
3.9820432888e+02	8.9862686396e-01	8.0422276258e-01	7.9759770632e-01	8.6706876755e-01	7.9814213514e-01	8.0391061306e-01	8.0349111557e-01	7.5635588169e-01	7.9463100433e-01	6.6845607758e-01	6.9302463531e-01	6.2062996626e-01	3.7721595168e-01	7.4527442455e-01	6.3505923748e-01	9.4392216206e-01	7.7185988426e-01	7.6809310913e-01	9.3390101194e-01	7.7303034067e-01	7.8973746300e-01	9.1634345055e-01	7.8380227089e-01	7.8687864542e-01	8.8537573814e-01	8.0212855339e-01	8.0441588163e-01	8.2755166292e-01	7.8919893503e-01	7.9659348726e-01	9.6430259943e-01	7.3231017590e-01	7.4157965183e-01	9.6017616987e-01	7.2902005911e-01	7.3570829630e-01	9.5347291231e-01	7.5300872326e-01	7.5684088469e-01	9.4287592173e-01	7.8586888313e-01	7.9958885908e-01	9.2585676908e-01	7.2723352909e-01	7.9950457811e-01	9.7523099184e-01	7.0408052206e-01	7.0098114014e-01	9.7322708368e-01	7.2185951471e-01	7.1590322256e-01	9.7011005878e-01	7.4786478281e-01	7.4731278419e-01	9.6547812223e-01	7.5997430086e-01	7.5384134054e-01	9.5864260197e-01	7.8328704834e-01	7.9242843390e-01	9.8178440332e-01	7.0736360550e-01	6.8849653006e-01	9.8069494963e-01	7.3379236460e-01	7.3194974661e-01	9.7904527187e-01	7.6221942902e-01	7.5446748734e-01	9.7668486834e-01	7.5768208504e-01	7.5826442242e-01	9.7337353230e-01	7.9767119884e-01	7.8200119734e-01	9.8603004217e-01	7.9864060879e-01	7.4775302410e-01	9.8538702726e-01	8.1057602167e-01	7.7007013559e-01	9.8443061113e-01	8.0694150925e-01	7.9764050245e-01	9.8309546709e-01	8.2742643356e-01	8.0589145422e-01	9.8128253222e-01	8.2463639975e-01	8.1989741325e-01
3.9862403832e+02	8.9727270603e-01	8.0108398199e-01	7.9367965460e-01	8.6490356922e-01	7.9434043169e-01	8.0048030615e-01	7.9946416616e-01	7.4926280975e-01	7.8938162327e-01	6.5997529030e-01	6.8215870857e-01	6.0734713078e-01	3.6044767499e-01	7.3757147789e-01	6.2161695957e-01	9.4337320328e-01	7.7001631260e-01	7.6641613245e-01	9.3315929174e-01	7.7032780647e-01	7.8674358130e-01	9.1522932053e-01	7.8048211336e-01	7.8334784508e-01	8.8351601362e-01	7.9740375280e-01	8.0029535294e-01	8.2407647371e-01	7.8516596556e-01	7.9013091326e-01	9.6402686834e-01	7.2916001081e-01	7.3896020651e-01	9.5983743668e-01	7.2590756416e-01	7.3184973001e-01	9.5302444696e-01	7.4958467484e-01	7.5319504738e-01	9.4223737717e-01	7.8226232529e-01	7.9575490952e-01	9.2487615347e-01	7.2280842066e-01	7.9552763700e-01	9.7507286072e-01	7.0008814335e-01	6.9620639086e-01	9.7304356098e-01	7.1738582850e-01	7.1128934622e-01	9.6988499165e-01	7.4330353737e-01	7.4291950464e-01	9.6518707275e-01	7.5528985262e-01	7.4915426970e-01	9.5824563503e-01	7.7929419279e-01	7.8895735741e-01	9.8168522120e-01	7.0215398073e-01	6.8345373869e-01	9.8058390617e-01	7.2810572386e-01	7.2623980045e-01	9.7891569138e-01	7.5616461039e-01	7.4831157923e-01	9.7652733326e-01	7.5221121311e-01	7.5279408693e-01	9.7317421436e-01	7.9233592749e-01	7.7654063702e-01	9.8596364260e-01	7.9131138325e-01	7.4089276791e-01	9.8531454802e-01	8.0332022905e-01	7.6310765743e-01	9.8434877396e-01	8.0035173893e-01	7.9100805521e-01	9.8300015926e-01	8.2098352909e-01	7.9915291071e-01	9.8116791248e-01	8.1858277321e-01	8.1383633614e-01
3.9904374776e+02	8.9589095116e-01	7.9841977358e-01	7.9000520706e-01	8.6268478632e-01	7.9064035416e-01	7.9721069336e-01	7.9531699419e-01	7.4217218161e-01	7.8429430723e-01	6.5121352673e-01	6.7131412029e-01	5.9385770559e-01	3.4339538217e-01	7.2993952036e-01	6.0792165995e-01	9.4281595945e-01	7.6823687553e-01	7.6489460468e-01	9.3240469694e-01	7.6792573929e-01	7.8402996063e-01	9.1409230232e-01	7.7728354931e-01	7.8001070023e-01	8.8161063194e-01	7.9274654388e-01	7.9629343748e-01	8.2049936056e-01	7.8144639730e-01	7.8366494179e-01	9.6374797821e-01	7.2642743587e-01	7.3651254177e-01	9.5949423313e-01	7.2313725948e-01	7.2826468945e-01	9.5256918669e-01	7.4666839838e-01	7.5020319223e-01	9.4158768654e-01	7.7885413170e-01	7.9216033220e-01	9.2387557030e-01	7.1871936321e-01	7.9170060158e-01	9.7491317987e-01	6.9647181034e-01	6.9168287516e-01	9.7285807133e-01	7.1295827627e-01	7.0715284348e-01	9.6965724230e-01	7.3902952671e-01	7.3849219084e-01	9.6489214897e-01	7.5076973438e-01	7.4460506439e-01	9.5784264803e-01	7.7544814348e-01	7.8570485115e-01	9.8158520460e-01	6.9689434767e-01	6.7903584242e-01	9.8047196865e-01	7.2261166573e-01	7.2082710266e-01	9.7878485918e-01	7.5049436092e-01	7.4258178473e-01	9.7636818886e-01	7.4712646008e-01	7.4768471718e-01	9.7297263145e-01	7.8704357147e-01	7.7103990316e-01	9.8589682579e-01	7.8424149752e-01	7.3427546024e-01	9.8524153233e-01	7.9646694660e-01	7.5633376837e-01	9.8426634073e-01	7.9381191730e-01	7.8447508812e-01	9.8290395737e-01	8.1471359730e-01	7.9272592068e-01	9.8105210066e-01	8.1274521351e-01	8.0804353952e-01
3.9946345720e+02	8.9448088408e-01	7.9552412033e-01	7.8620296717e-01	8.6041080952e-01	7.8686457872e-01	7.9383546114e-01	7.9104518890e-01	7.3491460085e-01	7.7894282341e-01	6.4216178656e-01	6.6015458107e-01	5.8006483316e-01	3.2608866692e-01	7.2225403786e-01	5.9391468763e-01	9.4225037098e-01	7.6656806469e-01	7.6355642080e-01	9.3163681030e-01	7.6551401615e-01	7.8129899502e-01	9.1293174028e-01	7.7426224947e-01	7.7667468786e-01	8.7965804338e-01	7.8811752796e-01	7.9227006435e-01	8.1681662798e-01	7.7759283781e-01	7.7708792686e-01	9.6346575022e-01	7.2368127108e-01	7.3416072130e-01	9.5914644003e-01	7.2049576044e-01	7.2471386194e-01	9.5210707188e-01	7.4364268780e-01	7.4699252844e-01	9.4092661142e-01	7.7554386854e-01	7.8853905201e-01	9.2285448313e-01	7.1474599838e-01	7.8793394566e-01	9.7475200891e-01	6.9274389744e-01	6.8713486195e-01	9.7267067432e-01	7.0881736279e-01	7.0299834013e-01	9.6942687035e-01	7.3481315374e-01	7.3436152935e-01	9.6459329128e-01	7.4635058641e-01	7.4024701118e-01	9.5743364096e-01	7.7166968584e-01	7.8250014782e-01	9.8148435354e-01	6.9209176302e-01	6.7441648245e-01	9.8035895824e-01	7.1719974279e-01	7.1544522047e-01	9.7865283489e-01	7.4476164579e-01	7.3679596186e-01	9.7620731592e-01	7.4202704430e-01	7.4257898331e-01	9.7276860476e-01	7.8180921078e-01	7.6565653086e-01	9.8582947254e-01	7.7721488476e-01	7.2775453329e-01	9.8516798019e-01	7.8955501318e-01	7.4970483780e-01	9.8418319225e-01	7.8739762306e-01	7.7805393934e-01	9.8280692101e-01	8.0849629641e-01	7.8617715836e-01	9.8093527555e-01	8.0681306124e-01	8.0215787888e-01
3.9988316664e+02	8.9304167032e-01	7.9264062643e-01	7.8236454725e-01	8.5807967186e-01	7.8303509951e-01	7.9044759274e-01	7.8664422035e-01	7.2755485773e-01	7.7353596687e-01	6.3281118870e-01	6.4871758223e-01	5.6595683098e-01	3.0856224895e-01	7.1463310719e-01	5.7954514027e-01	9.4167619944e-01	7.6488542557e-01	7.6224941015e-01	9.3085545301e-01	7.6307797432e-01	7.7859944105e-01	9.1174691916e-01	7.7131766081e-01	7.7334403992e-01	8.7765675783e-01	7.8343600035e-01	7.8820526600e-01	8.1302434206e-01	7.7372777462e-01	7.7049618959e-01	9.6318012476e-01	7.2091484070e-01	7.3186695576e-01	9.5879405737e-01	7.1798449755e-01	7.2126775980e-01	9.5163792372e-01	7.4058085680e-01	7.4374789000e-01	9.4025391340e-01	7.7229070663e-01	7.8488105536e-01	9.2181229591e-01	7.1086341143e-01	7.8412818909e-01	9.7458922863e-01	6.8914479017e-01	6.8267732859e-01	9.7248125076e-01	7.0478248596e-01	6.9890105724e-01	9.6919369698e-01	7.3069882393e-01	7.3033511639e-01	9.6429049969e-01	7.4198400974e-01	7.3594194651e-01	9.5701843500e-01	7.6796180010e-01	7.7936428785e-01	9.8138272762e-01	6.8749588728e-01	6.6991585493e-01	9.8024499416e-01	7.1192836761e-01	7.1017080545e-01	9.7851943970e-01	7.3909395933e-01	7.3105508089e-01	9.7604471445e-01	7.3700469732e-01	7.3755079508e-01	9.7256219387e-01	7.7662098408e-01	7.6033008099e-01	9.8576170206e-01	7.7032828331e-01	7.2138541937e-01	9.8509383202e-01	7.8274482489e-01	7.4324113131e-01	9.8409938812e-01	7.8107309341e-01	7.7169245481e-01	9.8270905018e-01	8.0242002010e-01	7.7962881327e-01	9.8081725836e-01	8.0091047287e-01	7.9628670216e-01
